OrderID,PickupX,PickupY,DeliveryX,DeliveryY,OrderSize
O0996,58,33,93,38,3
O0997,58,57,42,14,3
O0998,48,95,6,43,4
O0999,26,32,93,77,1
O1000,48,5,88,81,8
O1001,45,22,42,42,5
O1002,29,8,26,84,4
O1003,64,46,79,100,3
O1004,30,82,32,64,1
O1005,16,88,28,58,4
O1006,78,53,46,8,2
O1007,18,15,77,96,5
O1008,48,15,96,13,6
O1009,90,84,22,61,7
O1010,39,60,16,23,5
O1011,76,43,27,96,4
O1012,66,46,40,65,2
O1013,72,94,95,86,1
O1014,55,83,67,76,3
O1015,95,34,43,31,2
O1016,64,51,98,13,7
O1017,4,39,3,47,1
O1018,58,48,8,8,5
O1019,76,28,65,19,2
O1020,95,85,87,2,5
O1021,2,50,54,4,7
O1022,9,76,1,98,2
O1023,46,23,89,58,7
O1024,53,86,37,54,3
O1025,99,28,31,12,5
O1026,51,8,96,34,7
O1027,35,22,2,34,4
O1028,47,99,51,55,2
O1029,76,86,66,80,1
O1030,73,63,67,10,6
O1031,47,27,74,96,5
O1032,88,95,64,28,6
O1033,78,28,2,60,8
O1034,66,79,34,64,2
O1035,93,25,69,44,7
O1036,53,57,68,7,5
O1037,59,85,57,75,7
O1038,37,51,35,7,1
O1039,91,22,22,21,1
O1040,18,35,40,70,4
O1041,48,6,5,62,2
O1042,21,83,29,38,7
O1043,67,91,2,83,3
O1044,78,45,45,87,3
O1045,63,71,19,37,1
O1046,44,29,24,49,5
O1047,42,56,27,96,5
O1048,43,72,78,80,6
O1049,82,72,100,60,1
O1050,2,66,99,9,5
O1051,78,54,68,21,5
O1052,56,11,52,31,1
O1053,7,39,9,53,8
O1054,80,88,37,99,7
O1055,27,44,85,99,5
O1056,26,93,66,79,7
O1057,90,11,83,8,8
O1058,77,19,39,53,4
O1059,12,93,1,34,2
O1060,35,15,53,6,7
O1061,68,93,21,16,8
O1062,49,54,86,77,4
O1063,6,11,29,45,3
O1064,28,95,48,45,1
O1065,25,65,19,5,1
O1066,39,11,52,70,6
O1067,3,25,34,35,4
O1068,4,100,61,20,1
O1069,34,65,56,37,2
O1070,11,69,72,61,7
O1071,100,43,92,1,1
O1072,15,71,71,85,1
O1073,43,59,48,85,1
O1074,26,36,96,58,3
O1075,11,29,13,31,3
O1076,9,40,85,78,1
O1077,23,71,77,42,2
O1078,47,79,78,48,6
O1079,88,46,30,54,1
O1080,60,77,56,10,4
O1081,22,43,51,49,1
O1082,64,40,65,95,6
O1083,38,69,64,55,4
O1084,93,78,92,51,3
O1085,72,90,35,34,2
O1086,66,85,15,46,6
O1087,79,38,28,71,6
O1088,48,56,97,56,3
O1089,64,70,60,43,6
O1090,42,10,12,47,6
O1091,26,12,52,49,6
O1092,57,10,12,31,2
O1093,82,88,84,45,1
O1094,30,89,76,75,1
O1095,69,8,85,78,8
O1096,65,77,91,52,3
O1097,38,2,46,99,4
O1098,31,61,79,67,3
O1099,64,40,46,64,5
O1100,22,22,9,2,6
O1101,51,33,71,54,6
O1102,69,48,2,47,4
O1103,33,60,67,21,6
O1104,49,83,75,11,2
O1105,50,3,49,8,4
O1106,71,23,48,88,2
O1107,31,54,54,94,4
O1108,68,70,84,16,6
O1109,69,9,21,76,4
O1110,19,39,89,28,8
O1111,37,66,25,94,5
O1112,13,49,60,27,6
O1113,35,85,93,27,4
O1114,43,48,73,8,5
O1115,11,5,93,36,5
O1116,8,20,27,87,1
O1117,85,24,3,44,2
O1118,39,57,55,47,3
O1119,28,99,95,82,6
O1120,48,98,29,14,5
O1121,39,26,18,5,8
O1122,58,58,25,14,6
O1123,1,55,52,30,8
O1124,7,99,78,15,2
O1125,98,86,65,52,3
O1126,91,18,91,61,3
O1127,5,65,9,84,7
O1128,7,12,66,84,3
O1129,85,78,76,21,2
O1130,46,38,21,38,3
O1131,81,74,52,71,5
O1132,29,85,1,31,3
O1133,77,92,26,49,2
O1134,35,93,81,73,3
O1135,63,48,89,16,5
O1136,92,48,44,72,5
O1137,57,58,62,100,5
O1138,88,56,6,61,7
O1139,23,55,35,96,1
O1140,8,78,7,85,8
O1141,75,65,36,47,5
O1142,29,89,99,20,8
O1143,55,17,68,70,2
O1144,49,71,82,4,4
O1145,38,12,66,68,1
O1146,1,35,86,12,8
O1147,12,36,81,53,1
O1148,34,79,95,93,7
O1149,45,40,41,81,8
O1150,2,98,95,74,6
O1151,40,9,44,82,7
O1152,90,83,3,59,2
O1153,44,63,52,92,8
O1154,7,93,40,16,7
O1155,58,72,87,8,4
O1156,43,24,17,84,4
O1157,26,7,85,23,6
O1158,2,60,3,17,7
O1159,5,44,38,90,7
O1160,51,42,24,83,2
O1161,18,21,75,96,2
O1162,81,96,64,38,1
O1163,48,81,18,55,6
O1164,21,65,43,50,6
O1165,2,100,21,92,8
O1166,8,31,7,93,5
O1167,88,81,51,4,8
O1168,12,81,77,99,7
O1169,3,45,74,14,3
O1170,42,42,50,68,5
O1171,38,49,74,14,2
O1172,8,74,22,1,2
O1173,28,91,31,8,3
O1174,98,62,100,76,5
O1175,12,13,5,100,8
O1176,70,12,24,5,5
O1177,63,63,69,94,5
O1178,57,8,17,45,6
O1179,74,22,81,13,5
O1180,24,42,16,75,5
O1181,53,11,80,84,1
O1182,21,95,20,61,1
O1183,24,55,55,63,3
O1184,24,84,80,87,5
O1185,92,20,62,19,5
O1186,67,80,34,87,2
O1187,10,54,53,78,7
O1188,9,35,100,100,4
O1189,88,32,61,9,2
O1190,14,27,22,55,1
O1191,7,10,80,55,3
O1192,90,42,19,24,3
O1193,39,53,35,31,2
O1194,50,80,41,4,8
O1195,80,80,43,19,1
O1196,21,20,97,53,3
O1197,32,48,25,97,3
O1198,96,93,53,18,6
O1199,57,93,40,23,1
O1200,42,18,3,51,6
O1201,38,70,58,41,3
O1202,9,91,56,27,5
O1203,89,55,54,11,7
O1204,7,14,62,74,6
O1205,93,89,6,24,7
O1206,25,88,33,11,4
O1207,41,53,18,95,3
O1208,23,8,9,76,8
O1209,99,88,87,24,5
O1210,94,25,61,59,7
O1211,61,97,3,43,6
O1212,5,56,92,28,1
O1213,94,63,18,63,5
O1214,48,53,21,97,8
O1215,63,62,35,23,3
O1216,41,92,71,36,1
O1217,97,3,30,78,5
O1218,41,57,83,72,5
O1219,68,93,29,5,3
O1220,7,57,98,45,8
O1221,91,86,5,20,5
O1222,10,96,97,40,1
O1223,99,97,71,87,3
O1224,74,29,16,35,3
O1225,66,86,22,57,5
O1226,53,61,47,25,3
O1227,85,85,97,44,6
O1228,71,39,14,58,3
O1229,97,14,88,62,8
O1230,58,55,57,45,5
O1231,32,7,71,45,7
O1232,13,34,9,18,1
O1233,58,72,33,97,6
O1234,73,93,93,34,1
O1235,1,34,48,21,4
O1236,36,29,1,32,7
O1237,7,63,13,90,8
O1238,45,38,1,100,3
O1239,75,22,1,68,1
O1240,55,62,42,97,1
O1241,5,13,83,88,4
O1242,56,8,15,36,5
O1243,62,15,31,27,3
O1244,82,59,36,95,3
O1245,87,91,55,89,4
O1246,56,21,11,49,8
O1247,80,51,46,38,4
O1248,69,58,74,6,6
O1249,66,55,72,35,5
O1250,52,94,23,41,6
O1251,85,71,62,21,4
O1252,77,50,8,93,5
O1253,86,99,91,99,2
O1254,22,44,84,41,7
O1255,82,72,11,58,8
O1256,12,7,9,76,1
O1257,18,97,60,20,6
O1258,74,7,50,92,3
O1259,58,88,50,92,7
O1260,10,23,84,86,8
O1261,52,68,97,16,2
O1262,44,75,34,73,3
O1263,29,82,16,45,4
O1264,86,16,34,42,1
O1265,11,97,96,72,3
O1266,46,69,68,16,1
O1267,18,99,36,34,7
O1268,9,91,56,35,4
O1269,40,5,11,26,4
O1270,19,30,98,35,1
O1271,65,51,31,19,1
O1272,97,35,63,55,1
O1273,10,11,29,27,4
O1274,61,42,65,20,7
O1275,36,75,73,69,6
O1276,39,6,87,15,5
O1277,54,76,12,29,6
O1278,18,46,70,13,8
O1279,23,88,42,69,3
O1280,12,19,77,76,6
O1281,25,55,41,5,6
O1282,90,14,8,15,6
O1283,1,14,80,33,2
O1284,97,76,61,32,2
O1285,98,68,15,100,4
O1286,80,64,92,56,2
O1287,84,1,43,14,3
O1288,9,78,93,92,3
O1289,76,55,82,23,4
O1290,38,97,80,54,6
O1291,98,70,92,90,6
O1292,44,14,50,63,8
O1293,34,92,80,96,6
O1294,7,74,29,60,4
O1295,25,23,51,77,5
O1296,47,25,100,74,3
O1297,90,8,61,39,5
O1298,70,56,65,94,1
O1299,51,99,65,52,5
O1300,5,51,63,48,5
O1301,82,58,62,63,2
O1302,68,81,6,47,6
O1303,37,99,98,83,1
O1304,26,73,25,73,7
O1305,13,63,81,66,2
O1306,59,30,77,13,8
O1307,20,68,19,4,3
O1308,32,31,49,74,7
O1309,15,86,48,51,4
O1310,53,49,19,72,7
O1311,68,34,54,92,2
O1312,47,13,27,29,1
O1313,25,7,13,39,7
O1314,45,6,25,48,4
O1315,45,90,62,59,3
O1316,72,65,18,4,8
O1317,54,11,94,50,4
O1318,43,79,67,52,2
O1319,54,68,75,89,3
O1320,87,42,41,94,6
O1321,82,58,16,72,2
O1322,20,18,29,17,7
O1323,93,51,84,80,3
O1324,20,70,73,76,4
O1325,13,54,67,82,5
O1326,49,76,44,94,3
O1327,32,61,79,76,4
O1328,74,9,44,86,3
O1329,23,18,52,41,7
O1330,76,50,57,73,3
O1331,64,73,30,77,1
O1332,42,57,95,49,5
O1333,26,37,22,7,4
O1334,86,30,8,39,4
O1335,96,89,7,15,8
O1336,70,9,26,50,1
O1337,28,87,50,30,7
O1338,18,39,68,49,2
O1339,3,30,14,68,2
O1340,94,38,69,66,7
O1341,58,34,6,53,2
O1342,97,28,42,32,7
O1343,61,92,17,62,4
O1344,26,82,57,68,3
O1345,58,58,98,22,2
O1346,14,29,97,59,4
O1347,2,53,65,100,5
O1348,48,26,32,31,6
O1349,41,48,41,32,6
O1350,56,95,3,66,1
O1351,12,41,25,14,2
O1352,4,40,38,77,4
O1353,28,83,60,28,3
O1354,5,89,37,58,4
O1355,66,37,87,33,8
O1356,72,45,1,64,4
O1357,61,70,25,70,8
O1358,88,74,42,84,4
O1359,58,25,3,76,6
O1360,63,60,14,50,3
O1361,64,27,79,65,5
O1362,74,55,55,9,3
O1363,82,82,34,80,2
O1364,76,18,75,57,3
O1365,90,21,6,23,5
O1366,55,18,37,5,2
O1367,21,94,70,5,1
O1368,30,96,5,95,4
O1369,21,25,21,84,4
O1370,70,80,96,99,2
O1371,93,32,55,53,2
O1372,100,17,74,74,3
O1373,22,59,53,3,8
O1374,3,100,3,44,3
O1375,100,37,42,23,8
O1376,22,93,98,29,5
O1377,89,68,50,95,4
O1378,35,86,24,3,8
O1379,32,70,22,67,4
O1380,20,39,10,54,2
O1381,63,55,15,7,5
O1382,37,79,90,72,1
O1383,86,90,10,33,4
O1384,55,34,47,13,8
O1385,10,54,51,69,1
O1386,13,5,14,32,5
O1387,99,16,77,22,8
O1388,51,16,33,76,1
O1389,16,82,75,83,3
O1390,48,33,44,56,2
O1391,75,97,8,100,6
O1392,58,93,29,24,6
O1393,70,57,95,12,3
O1394,34,90,67,44,5
O1395,86,46,76,52,3
O1396,53,47,90,67,5
O1397,75,45,30,41,2
O1398,84,100,1,92,5
O1399,2,28,51,66,6
O1400,4,64,73,42,7
O1401,78,84,85,86,2
O1402,98,33,85,78,6
O1403,34,13,34,45,4
O1404,41,27,96,2,7
O1405,15,41,26,53,6
O1406,11,58,89,84,8
O1407,17,29,76,17,7
O1408,90,70,83,13,3
O1409,17,63,81,33,4
O1410,31,48,27,35,4
O1411,21,58,64,51,6
O1412,63,42,11,34,7
O1413,41,25,15,67,8
O1414,52,86,14,76,3
O1415,35,45,70,87,2
O1416,33,91,67,66,8
O1417,23,99,56,66,2
O1418,16,33,1,48,6
O1419,24,42,72,48,2
O1420,17,77,42,83,7
O1421,95,85,59,12,4
O1422,65,4,64,26,5
O1423,16,62,7,46,7
O1424,19,75,40,67,4
O1425,56,31,80,58,4
O1426,11,22,96,92,4
O1427,42,23,56,81,3
O1428,63,39,94,35,2
O1429,89,45,3,28,7
O1430,7,81,31,42,6
O1431,28,9,30,23,3
O1432,21,14,19,7,4
O1433,90,39,67,83,4
O1434,47,94,72,84,6
O1435,43,70,58,76,8
O1436,92,30,56,81,4
O1437,63,77,79,44,7
O1438,92,14,29,7,1
O1439,63,64,69,3,3
O1440,22,57,82,28,8
O1441,16,10,16,22,5
O1442,28,64,26,39,8
O1443,80,34,25,82,7
O1444,76,20,19,40,4
O1445,100,95,90,96,2
O1446,49,77,56,77,3
O1447,41,42,5,36,6
O1448,85,20,69,84,3
O1449,16,35,62,88,4
O1450,60,94,67,76,4
O1451,53,84,96,42,5
O1452,60,19,20,5,6
O1453,45,43,87,22,6
O1454,15,91,10,85,4
O1455,44,99,36,69,5
O1456,60,32,68,77,8
O1457,30,88,46,36,6
O1458,94,28,24,23,2
O1459,4,19,35,3,2
O1460,33,3,5,91,8
O1461,28,50,82,23,7
O1462,7,83,14,93,1
O1463,15,58,20,38,1
O1464,55,52,68,59,3
O1465,62,60,40,45,5
O1466,46,32,26,86,2
O1467,57,56,95,84,1
O1468,4,80,97,9,1
O1469,48,25,23,26,5
O1470,44,36,8,2,2
O1471,34,97,58,89,6
O1472,5,80,11,75,5
O1473,73,28,9,96,2
O1474,37,73,51,45,5
O1475,69,34,91,13,7
O1476,29,60,63,39,2
O1477,15,38,84,87,1
O1478,42,59,61,10,2
O1479,98,83,58,79,1
O1480,49,49,14,21,3
O1481,2,42,8,92,1
O1482,80,100,39,12,7
O1483,39,68,71,71,6
O1484,16,82,5,92,5
O1485,43,53,32,92,4
O1486,2,23,50,8,1
O1487,39,11,71,83,1
O1488,4,9,41,91,6
O1489,16,39,77,23,7
O1490,12,80,19,42,8
O1491,46,75,6,21,5
O1492,9,85,75,73,6
O1493,72,29,75,28,4
O1494,86,26,78,24,5
O1495,65,42,68,49,7
O1496,91,72,60,89,1
O1497,3,59,24,21,7
O1498,70,99,21,73,1
O1499,20,64,25,80,7
O1500,36,12,69,90,3
O1501,50,4,15,20,5
O1502,28,9,100,23,8
O1503,50,70,15,10,7
O1504,58,56,24,100,3
O1505,76,62,4,37,7
O1506,48,50,4,49,6
O1507,15,51,67,7,4
O1508,36,14,75,72,8
O1509,35,77,19,49,1
O1510,36,86,81,60,2
O1511,64,66,45,17,6
O1512,12,66,13,3,6
O1513,87,95,39,76,2
O1514,34,39,92,24,7
O1515,67,31,11,37,4
O1516,31,4,12,70,2
O1517,97,73,17,76,4
O1518,99,85,96,81,5
O1519,86,33,36,22,7
O1520,12,67,4,17,6
O1521,44,60,77,16,3
O1522,30,24,27,67,8
O1523,64,57,33,65,3
O1524,65,40,51,95,1
O1525,90,89,8,40,1
O1526,82,84,44,1,2
O1527,84,27,65,50,2
O1528,45,51,43,1,3
O1529,45,42,48,23,5
O1530,57,61,11,41,8
O1531,8,13,73,23,5
O1532,20,36,59,84,1
O1533,80,32,42,64,4
O1534,64,53,46,44,1
O1535,5,39,89,32,8
O1536,93,34,66,62,2
O1537,33,88,47,81,7
O1538,4,68,98,47,1
O1539,31,70,14,2,2
O1540,47,85,97,60,2
O1541,15,12,39,83,7
O1542,59,61,78,57,2
O1543,78,11,30,29,1
O1544,33,76,13,94,8
O1545,55,40,26,56,5
O1546,34,84,43,80,4
O1547,23,52,60,22,4
O1548,10,67,7,12,4
O1549,79,14,2,38,8
O1550,82,76,92,35,3
O1551,100,71,4,22,2
O1552,64,83,56,17,6
O1553,16,41,43,76,8
O1554,1,77,79,59,1
O1555,27,31,98,69,4
O1556,37,21,17,57,4
O1557,42,40,97,100,6
O1558,82,87,60,34,6
O1559,47,83,98,29,8
O1560,67,98,11,67,4
O1561,36,39,56,93,2
O1562,8,16,65,4,3
O1563,8,26,6,21,4
O1564,9,84,42,3,1
O1565,90,16,88,67,3
O1566,48,6,65,65,2
O1567,9,2,64,98,2
O1568,78,38,45,46,2
O1569,15,93,38,11,8
O1570,77,91,22,49,3
O1571,82,18,57,22,6
O1572,34,51,21,43,4
O1573,21,67,30,7,4
O1574,89,96,89,60,4
O1575,91,37,28,25,1
O1576,93,23,100,23,7
O1577,62,95,71,51,5
O1578,96,49,56,98,6
O1579,55,74,62,46,5
O1580,58,32,87,63,3
O1581,73,96,2,100,4
O1582,54,6,44,43,4
O1583,12,91,8,78,1
O1584,44,29,54,95,7
O1585,46,6,55,65,7
O1586,74,80,77,80,6
O1587,88,83,10,69,7
O1588,52,61,30,66,2
O1589,76,69,26,81,2
O1590,47,69,96,66,1
O1591,57,37,70,68,1
O1592,5,78,71,37,4
O1593,69,73,69,48,3
O1594,73,45,84,88,7
O1595,16,75,87,56,7
O1596,57,93,78,81,7
O1597,82,64,69,70,3
O1598,69,10,45,100,6
O1599,21,70,21,78,2
O1600,33,18,51,93,3
O1601,76,82,20,69,7
O1602,89,64,89,4,8
O1603,11,88,50,93,6
O1604,27,51,59,80,3
O1605,87,40,11,8,6
O1606,17,73,79,34,7
O1607,82,47,66,21,6
O1608,2,84,23,16,7
O1609,29,30,61,80,5
O1610,4,100,83,17,2
O1611,74,43,94,26,4
O1612,98,51,66,19,3
O1613,2,24,1,41,3
O1614,80,57,35,59,7
O1615,12,7,8,20,6
O1616,33,30,24,93,3
O1617,25,95,7,26,2
O1618,35,19,18,79,3
O1619,66,4,18,42,8
O1620,80,14,94,58,1
O1621,90,59,35,24,2
O1622,10,7,82,47,4
O1623,34,91,96,70,4
O1624,23,71,3,28,6
O1625,17,76,61,27,6
O1626,95,33,11,59,4
O1627,45,49,22,69,3
O1628,50,14,92,6,1
O1629,48,66,62,51,6
O1630,31,93,39,28,2
O1631,7,32,2,30,7
O1632,29,40,35,64,3
O1633,37,40,69,5,2
O1634,21,25,9,47,6
O1635,3,85,86,8,7
O1636,85,76,3,79,3
O1637,47,44,77,25,5
O1638,78,44,79,4,3
O1639,48,5,35,66,3
O1640,33,16,38,48,6
O1641,96,43,9,73,2
O1642,34,21,81,54,7
O1643,71,7,43,53,8
O1644,94,85,54,5,1
O1645,2,42,100,14,6
O1646,70,73,44,7,2
O1647,76,67,75,42,4
O1648,53,3,3,4,6
O1649,7,62,99,33,7
O1650,19,78,56,90,5
O1651,55,42,6,38,3
O1652,9,52,78,16,7
O1653,92,56,92,1,7
O1654,36,79,67,59,5
O1655,61,28,69,76,7
O1656,8,68,20,36,1
O1657,93,3,63,4,4
O1658,52,22,55,97,1
O1659,35,25,35,54,2
O1660,78,37,21,24,8
O1661,10,15,15,96,2
O1662,45,100,87,94,6
O1663,22,77,63,93,7
O1664,65,37,58,92,3
O1665,84,24,34,81,4
O1666,57,16,32,54,4
O1667,52,51,42,98,3
O1668,53,47,63,99,2
O1669,73,100,46,83,2
O1670,1,23,2,50,4
O1671,76,28,28,82,3
O1672,83,70,20,16,4
O1673,73,95,55,59,8
O1674,30,1,48,46,7
O1675,82,36,73,37,2
O1676,58,13,20,75,7
O1677,97,63,10,52,5
O1678,8,51,21,23,8
O1679,41,74,81,4,2
O1680,97,70,10,28,1
O1681,55,33,11,78,8
O1682,77,18,35,59,8
O1683,85,6,30,59,7
O1684,27,65,77,42,2
O1685,88,96,38,4,5
O1686,2,33,61,7,3
O1687,21,26,81,10,5
O1688,64,27,31,96,2
O1689,17,86,55,15,8
O1690,57,14,76,17,6
O1691,82,43,35,72,4
O1692,98,97,64,93,8
O1693,47,16,7,34,4
O1694,58,81,13,66,8
O1695,62,52,13,8,2
O1696,11,27,69,90,4
O1697,43,68,78,53,3
O1698,72,87,56,38,1
O1699,53,6,84,64,3
O1700,91,31,7,3,5
O1701,3,36,89,80,2
O1702,91,69,84,95,5
O1703,53,91,99,91,7
O1704,53,2,91,9,8
O1705,29,90,30,82,2
O1706,10,41,13,10,2
O1707,24,10,44,83,1
O1708,24,7,82,89,6
O1709,94,97,36,72,5
O1710,48,33,41,70,5
O1711,60,79,71,42,7
O1712,6,99,94,33,5
O1713,91,20,79,60,6
O1714,7,85,23,34,2
O1715,71,57,44,20,8
O1716,35,34,47,94,7
O1717,92,98,28,98,8
O1718,96,94,37,39,7
O1719,30,84,86,78,3
O1720,62,35,49,19,2
O1721,31,34,48,77,6
O1722,93,16,85,70,7
O1723,94,26,78,77,1
O1724,7,80,4,38,3
O1725,36,89,73,28,3
O1726,67,28,18,85,5
O1727,57,89,59,18,6
O1728,88,7,67,60,2
O1729,24,1,29,58,4
O1730,15,77,60,78,7
O1731,83,4,10,65,5
O1732,42,52,23,19,7
O1733,27,44,9,3,2
O1734,87,68,28,4,1
O1735,96,38,62,87,8
O1736,21,64,75,94,4
O1737,27,78,53,44,5
O1738,77,32,37,21,5
O1739,37,73,31,35,5
O1740,48,80,3,43,2
O1741,90,91,16,49,4
O1742,98,5,45,30,6
O1743,55,12,91,77,7
O1744,53,61,52,88,5
O1745,94,24,27,31,4
O1746,10,43,33,75,8
O1747,47,37,59,13,6
O1748,62,9,55,51,2
O1749,39,41,56,13,8
O1750,35,29,95,42,6
O1751,92,62,88,26,4
O1752,65,84,48,26,5
O1753,2,67,45,1,2
O1754,59,94,6,39,3
O1755,15,78,35,49,5
O1756,6,98,72,58,3
O1757,61,40,73,60,4
O1758,10,85,47,32,6
O1759,34,91,60,86,8
O1760,53,98,58,65,6
O1761,25,67,73,57,6
O1762,18,19,36,68,1
O1763,36,99,97,84,2
O1764,16,1,13,84,6
O1765,45,23,37,100,2
O1766,34,18,86,20,1
O1767,85,15,46,39,2
O1768,64,12,67,2,7
O1769,31,97,64,66,1
O1770,45,71,25,56,6
O1771,46,62,52,31,4
O1772,77,19,8,61,7
O1773,35,40,65,46,4
O1774,91,54,52,99,7
O1775,59,36,73,49,8
O1776,71,76,5,12,5
O1777,50,69,11,4,5
O1778,33,1,2,83,4
O1779,28,93,40,39,1
O1780,7,65,56,50,7
O1781,83,99,48,36,2
O1782,74,6,1,14,5
O1783,46,50,69,52,8
O1784,11,40,36,64,6
O1785,45,88,71,100,2
O1786,2,30,37,75,3
O1787,92,26,74,24,1
O1788,88,20,37,43,6
O1789,14,87,61,60,8
O1790,59,12,100,33,7
O1791,100,65,64,13,7
O1792,59,15,39,25,4
O1793,49,97,53,75,8
O1794,28,7,33,75,3
O1795,3,46,63,92,4
O1796,4,64,38,99,6
O1797,62,45,9,2,3
O1798,45,57,77,9,3
O1799,4,52,26,50,3
O1800,60,20,84,2,2
O1801,16,100,6,2,1
O1802,69,64,6,12,1
O1803,37,26,78,52,4
O1804,20,52,28,85,6
O1805,93,43,36,94,6
O1806,41,82,66,36,4
O1807,21,40,1,75,6
O1808,7,63,87,30,2
O1809,43,76,51,20,2
O1810,81,18,68,31,4
O1811,91,73,76,21,3
O1812,3,36,38,32,2
O1813,2,35,59,13,2
O1814,26,51,24,48,4
O1815,6,56,24,11,8
O1816,99,50,58,45,8
O1817,10,68,70,81,8
O1818,49,88,23,25,6
O1819,79,62,3,47,3
O1820,74,40,60,5,5
O1821,18,61,36,30,2
O1822,82,98,2,24,2
O1823,94,87,3,10,5
O1824,88,31,6,78,2
O1825,31,90,16,35,1
O1826,3,2,78,61,8
O1827,13,16,34,1,6
O1828,99,75,92,97,5
O1829,77,19,73,7,6
O1830,17,100,4,15,8
O1831,10,21,99,2,8
O1832,53,71,72,60,3
O1833,57,64,12,36,5
O1834,46,15,32,43,6
O1835,27,24,53,32,8
O1836,35,4,61,20,6
O1837,52,13,81,8,3
O1838,98,15,82,42,1
O1839,4,91,99,59,3
O1840,38,19,30,80,7
O1841,67,48,38,11,8
O1842,50,57,11,69,2
O1843,24,90,71,69,4
O1844,57,4,27,79,7
O1845,65,33,71,40,6
O1846,25,59,38,12,7
O1847,45,74,27,35,5
O1848,59,91,100,24,2
O1849,5,11,90,53,3
O1850,58,27,69,92,3
O1851,14,61,74,88,4
O1852,8,48,97,27,3
O1853,50,57,43,77,4
O1854,66,9,31,51,2
O1855,75,43,40,54,8
O1856,45,86,71,82,4
O1857,32,36,24,14,4
O1858,28,1,62,19,2
O1859,63,39,98,38,5
O1860,77,22,1,69,4
O1861,100,39,2,34,7
O1862,55,80,78,76,1
O1863,48,62,93,75,2
O1864,34,94,22,31,8
O1865,15,44,65,16,8
O1866,2,62,60,69,4
O1867,85,3,76,48,2
O1868,77,11,12,81,2
O1869,47,30,39,94,1
O1870,98,39,54,51,3
O1871,81,83,12,48,4
O1872,45,37,17,63,8
O1873,15,95,4,9,5
O1874,44,98,40,76,5
O1875,8,35,46,64,1
O1876,21,93,53,91,8
O1877,32,50,28,28,6
O1878,1,87,47,71,6
O1879,5,18,51,52,3
O1880,53,48,17,63,8
O1881,14,62,66,77,3
O1882,88,23,36,65,7
O1883,20,70,78,93,5
O1884,56,37,19,68,8
O1885,13,21,24,86,1
O1886,19,36,35,17,1
O1887,34,67,34,70,1
O1888,85,88,27,12,5
O1889,89,43,53,66,6
O1890,77,95,4,60,1
O1891,1,22,7,93,2
O1892,91,17,9,76,5
O1893,43,54,50,73,5
O1894,79,78,59,10,2
O1895,26,68,17,52,7
O1896,52,86,55,82,8
O1897,20,39,15,45,2
O1898,66,86,65,13,1
O1899,9,74,64,38,6
O1900,46,97,45,88,1
O1901,9,37,87,19,6
O1902,14,35,45,70,2
O1903,19,49,26,60,2
O1904,9,84,57,11,8
O1905,61,44,83,91,3
O1906,16,20,89,98,8
O1907,100,34,38,11,7
O1908,43,59,1,40,5
O1909,71,29,15,38,7
O1910,68,31,88,70,3
O1911,12,44,84,85,2
O1912,51,22,50,33,4
O1913,49,33,37,78,3
O1914,56,39,95,49,7
O1915,27,18,19,59,2
O1916,41,86,8,75,2
O1917,82,9,91,81,7
O1918,39,42,51,32,6
O1919,13,8,54,62,7
O1920,94,9,54,98,7
O1921,53,97,5,76,6
O1922,62,73,85,34,3
O1923,43,41,50,57,4
O1924,39,65,70,45,1
O1925,22,52,36,10,6
O1926,16,3,38,79,4
O1927,82,17,90,50,2
O1928,21,37,23,69,3
O1929,7,48,100,6,3
O1930,17,69,32,85,7
O1931,44,45,13,54,5
O1932,75,53,84,32,1
O1933,22,57,60,37,2
O1934,63,49,93,64,4
O1935,18,64,26,58,3
O1936,7,35,72,2,2
O1937,22,62,75,71,6
O1938,95,89,14,99,6
O1939,45,79,60,80,6
O1940,74,75,9,62,6
O1941,92,45,62,85,8
O1942,61,42,27,49,2
O1943,48,92,14,40,5
O1944,35,97,29,49,5
O1945,49,91,49,92,2
O1946,35,99,57,50,1
O1947,8,58,8,89,6
O1948,100,58,90,98,8
O1949,72,16,79,94,4
O1950,41,46,64,38,4
O1951,11,83,42,82,5
O1952,37,14,50,80,2
O1953,12,68,77,17,7
O1954,77,27,2,53,2
O1955,49,22,94,63,7
O1956,17,39,39,53,2
O1957,13,35,24,69,8
O1958,21,64,14,53,1
O1959,91,71,62,56,3
O1960,52,50,42,52,3
O1961,58,63,25,73,4
O1962,88,79,39,29,3
O1963,80,69,47,55,8
O1964,92,45,75,53,6
O1965,76,74,8,92,3
O1966,96,67,67,53,6
O1967,46,10,21,38,2
O1968,7,96,68,70,1
O1969,96,26,15,70,2
O1970,97,27,45,40,4
O1971,22,63,99,18,8
O1972,30,78,19,72,7
O1973,70,18,97,85,3
O1974,47,58,98,22,7
O1975,37,35,49,41,6
O1976,77,29,13,79,4
O1977,91,69,95,18,3
O1978,30,63,29,9,1
O1979,21,86,60,39,2
O1980,96,65,32,91,2
O1981,44,79,34,46,6
O1982,96,18,51,35,1
O1983,18,22,98,9,4
O1984,79,17,83,95,4
O1985,95,60,98,99,3
O1986,3,5,5,50,2
O1987,99,7,17,29,2
O1988,21,91,89,2,3
O1989,39,82,35,70,7
O1990,90,72,87,47,6
O1991,95,98,80,56,2
O1992,54,56,4,24,4
